,Message,Label
1241,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,0
5172,"Aight, text me tonight and we'll see what's up",0
1064,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,1
3417,Uhhhhrmm isnt having tb test bad when youre sick,0
171,"Sir, I need AXIS BANK account no and bank address.",0
930,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,1
2706,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,0
3795,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",0
4048,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",1
2063,Is there any training tomorrow?,0
2541,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",0
5085,Sorry i missed your call. Can you please call back.,0
3602,"Jay told me already, will do",0
3720,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",1
1051,Are you available for soiree on June 3rd?,0
5186,I uploaded mine to Facebook,0
2852,Are you going to wipro interview today?,0
3283,Hey you around? I've got enough for a half + the ten I owe you,0
638,When ü login dat time... Dad fetching ü home now?,0
2692,Hey tmr meet at bugis 930 ?,0
407,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,0
5259,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,0
4700,Yes fine ,0
3860,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",1
2274,Cold. Dont be sad dear,0
5547,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",1
922,On ma way to school. Can you pls send me ashley's number,0
853,No da if you run that it activate the full version da.,0
3284,Hey tmr maybe can meet you at yck,0
2336,Which is weird because I know I had it at one point,0
1223,Teach me apps da. When you come to college.,0
3501,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,1
147,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",1
781,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0
4386,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,1
3962,Your dad is back in ph?,0
929,Oh all have to come ah?,0
484,Thank you baby! I cant wait to taste the real thing...,0
2422,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,0
304,He is a womdarfull actor,0
3685,Dad says hurry the hell up,0
2053,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",1
1361,Yo dude guess who just got arrested the other day,0
2404,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,0
695,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,0
1695,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? ,0
2410,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),0
4958,I'm vivek:)i got call from your number.,0
78,Does not operate after  &lt;#&gt;  or what,0
1341,Might ax well im there.,0
4126,May b approve panalam...but it should have more posts..,0
2242,U buy newspapers already?,0
4572,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",0
4576,Not directly behind... Abt 4 rows behind ü...,0
3553,Lol u still feeling sick?,0
4370,Anytime lor...,0
1287,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0
2711,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1
1132,"Sorry, I'll call later",0
2748,Ya had just now.onion roast.,0
4491,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,0
1563,Dude just saw a parked car with its sunroof popped up. Sux,0
5313,My sister going to earn more than me da.,0
1765,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,1
3143,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,0
1345,Were somewhere on Fredericksburg,0
2370,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",0
2548,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",1
3199,7 lor... Change 2 suntec... Wat time u coming?,0
1602,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,0
2346,"Hi this is yijue, can i meet u at 11 tmr?",0
1016,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",0
4931,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",1
4220,Anything lor if they all go then i go lor...,0
640,I had askd u a question some hours before. Its answer,0
62,Its a part of checking IQ,0
5520,No. I dont want to hear anything,0
4181,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",0
4839,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,0
5438,What are youdoing later? Sar xxx,0
4810,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",0
5508,"Machan you go to gym tomorrow,  i wil come late goodnight.",0
4122,Yunny... I'm goin to be late,0
2608,:-) yeah! Lol. Luckily i didn't have a starring role like you!,0
934,What time you think you'll have it? Need to know when I should be near campus,0
3487,"Yeah, probably earlier than that",0
4518,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",0
1509,Sounds like something that someone testing me would sayy,0
2247,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",1
5429,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",0
615,I called and said all to him:)then he have to choose this future.,0
4294,You best watch what you say cause I get drunk as a motherfucker,0
3109,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,0
1697,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",0
4910,Will do. Have a good day,0
4341,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,0
1552,In e msg jus now. U said thanks for gift.,0
2226,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,0
1755,How is your schedule next week? I am out of town this weekend.,0
1315,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,0
4484,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,0
2688,Okie,0
376,Can you say what happen,0
2233,Nothing just getting msgs by dis name wit different no's..,0
100,Please don't text me anymore. I have nothing else to say.,0
3893,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,1
3257,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,0
1111,Ok ill tell the company,0
1015,"Ya, told..she was asking wats matter?",0
1920,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,0
1133,Good morning princess! How are you?,0
1496,Hey gals.. Anyone of u going down to e driving centre tmr?,0
1576,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",0
1122,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,1
4192,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",0
686,Have you finished work yet? :),0
154,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
3270,Raviyog Peripherals bhayandar east,0
4360,Ü only send me the contents page...,0
1935,Hope you are having a great day.,0
185,Going on nothing great.bye,0
1128,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",0
947,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1
2297,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,1
2401,Hi! This is Roger from CL. How are you?,0
4090,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",0
1517,I need to come home and give you some good lovin...,0
4571,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,1
2307,"Aight that'll work, thanks",0
4505,She told to hr that he want posting in chennai:)because i'm working here:),0
3464,i am seeking a lady in the street and a freak in the sheets. Is that you?,0
2224,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",1
1885,I love your ass! Do you enjoy doggy style? :),0
4425,Update your face book status frequently :),0
3036,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,0
5451,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,0
2409,Dear where you will be when i reach there,0
3633,Oooh I got plenty of those!,0
3319,I'm freezing and craving ice. Fml,0
2564,K..k..i'm also fine:)when will you complete the course?,0
4096,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,0
